Rafael_Heitor_Bordini,PQ-2
Rafael_Prikladnicki,PQ-2
Raphael_Carlos_Santos_Machado,PQ-2
Raquel_Aparecida_de_Freitas_Mini,PQ-2
Raquel_Cardoso_de_Melo_Minardi,PQ-2
Regivan_Hugo_Nunes_Santiago,PQ-2
Renata_Galante,PQ-2
Renata_Hax_Sander_Reiser,PQ-2
Renata_Maria_Cardoso_Rodrigues_de_Souza,PQ-2
Renata_Wassermann,PQ-2
Renato_Antonio_Celso_Ferreira,PQ-1D
Renato_Antonio_Krohling,PQ-2
Renato_Mariz_de_Moraes,PQ-2
Renato_Portugal,PQ-1D
Renato_Tinós,PQ-2
Ricardo_Alexandre_Reinaldo_de_Moraes,PQ-2
Ricardo_Bastos_Cavalcante_Prudencio,PQ-2
Ricardo_da_Silva_Torres,PQ-1D
Ricardo_Dahab,PQ-2
Ricardo_Farias,PQ-2
Ricardo_Martins_de_Abreu_Silva,PQ-2
Ricardo_Massa_Ferreira_Lima,PQ-2
Ricardo_Rodrigues_Ciferri,PQ-2
Roberto_Hirata_Junior,PQ-2
Roberto_Marcondes_Cesar_Junior,PQ-1A
Rodolfo_Jardim_de_Azevedo,PQ-2
Rodrigo_Fernandes_de_Mello,PQ-2
Rodrygo_Luis_Teodoro_Santos,PQ-2
Rohit_Gheyi,PQ-2
Rômulo_Silva_de_Oliveira,PQ-2
Ronaldo_Fumio_Hashimoto,PQ-2
Ronaldo_Moreira_Salles,PQ-2
Rosa_Maria_Meri_Leão,PQ-2
Rosa_Maria_Vicari,PQ-2
Roseli_Aparecida_Francelin_Romero,PQ-2
Roseli_Suzi_Wedemann,PQ-2
Rudinei_Goularte,PQ-2
Rudini_Menezes_Sampaio,PQ-2
Ruy_Luiz_Milidiu,PQ-2
Sandra_Aparecida_de_Amo,PQ-2
Sebastián_Alberto_Urrutia,PQ-2
Sergio_Castelo_Branco_Soares,PQ-2
Sergio_Vale_Aguiar_Campos,PQ-2
Sheila_dos_Santos_Reinehr,PQ-2
Sheila_Regina_Murgel_Veloso,PQ-2
Siang_Wun_Song,PQ-SR
Silvia_Regina_Vergilio,PQ-2
Simone_Dantas_de_Souza,PQ-1D
Simone_de_Lima_Martins,PQ-2
Simone_Diniz_Junqueira_Barbosa,PQ-2
Siome_Klein_Goldenstein,PQ-1D
Soraia_Raupp_Musse,PQ-1D
Stênio_Flávio_de_Lacerda_Fernandes,PQ-2
Sulamita_Klein,PQ-1B
Teresa_Bernarda_Ludermir,PQ-1A
Thais_Vasconcelos_Batista,PQ-2
Thiago_Christiano_Silva,PQ-2
Thiago_Ferreira_de_Noronha,PQ-2
Thibaut_Victor_Gaston_Vidal,PQ-2
Tiago_Alessandro_Espinola_Ferreira,PQ-2
Uira_Kulesza,PQ-2
Valmir_Carneiro_Barbosa,PQ-1A
Vanessa_Braganholo_Murta,PQ-2
Vania_Bogorny,PQ-2
Victor_Almeida_Campos,PQ-2
Vinícius_Fernandes_dos_Santos,PQ-2
Vivek_Nigam,PQ-2
Viviane_Pereira_Moreira,PQ-2
Wagner_Meira_Junior,PQ-1C
Waldemar_Celes_Filho,PQ-2
William_Robson_Schwartz,PQ-2
Wilson_Rosa_de_Oliveira_Junior,PQ-2
Yoshiharu_Kohayakawa,PQ-1A
Yoshiko_Wakabayashi,PQ-1A
Yuri_Abitbol_de_Menezes_Frota,PQ-2
Zanoni_Dias,PQ-2
Zhao_Liang,PQ-1C
